dataset,rep,strategy,sigma,W,meanSpear,snr_clip,mean_r2c
ChEMBL-hERG-Ki,PDV,legacy,0.3,0.7573626373626373,0.6967032967032967,1.131107050611314,0.03729826957559598
ChEMBL-hERG-Ki,PDV,legacy,0.4,0.7169230769230769,0.6461538461538462,0.8673777111183518,0.06549114914208087
ChEMBL-hERG-Ki,PDV,legacy,0.5,0.6738461538461539,0.5923076923076922,0.9115390193503775,0.05262490177995322
ChEMBL-hERG-Ki,PDV,legacy,0.6,0.7156043956043956,0.6445054945054944,0.9303582493004654,0.010159036488204556
ChEMBL-hERG-Ki,PDV,legacy,0.7,0.8373626373626374,0.7967032967032968,1.1392761767837336,-0.046371512163321846
ChEMBL-hERG-Ki,PDV,legacy,0.8,0.7252747252747253,0.6565934065934067,0.9147578480504602,0.002199843554881794
ChEMBL-hERG-Ki,PDV,legacy,0.9,0.7182417582417583,0.6478021978021978,0.8738107450033474,-0.024925089611189725
ChEMBL-hERG-Ki,PDV,legacy,1.0,0.7863736263736264,0.7329670329670329,0.9867883917746344,-0.043037251058782686
ChEMBL-hERG-Ki,PDV,outlier,0.0,0.7142857142857143,0.6428571428571429,0.8222633361944739,0.13383402937960057
ChEMBL-hERG-Ki,PDV,outlier,0.1,0.7437362637362638,0.6796703296703297,0.8971314991799013,0.08196960114527738
ChEMBL-hERG-Ki,PDV,outlier,0.2,0.7164835164835165,0.6456043956043956,0.9658080528533456,0.08245103954488162
ChEMBL-hERG-Ki,PDV,outlier,0.3,0.7041758241758241,0.6302197802197802,0.9664966321518427,0.0678602018635553
ChEMBL-hERG-Ki,PDV,outlier,0.4,0.7116483516483516,0.6395604395604397,1.0596769752828612,0.05582402008568299
ChEMBL-hERG-Ki,PDV,outlier,0.5,0.7925274725274726,0.7406593406593407,0.980822970449967,0.03687546172874304
ChEMBL-hERG-Ki,PDV,outlier,0.6,0.7358241758241758,0.6697802197802198,1.0759773891692346,0.037166664485599375
